domain,historical_protocol,seed,test_battery,cutoff,Qref_Ah,replay_origins,R_TRAIL_Lite,R_TRAIL_full,chosen_candidate,effective_model,alpha,Local_SOH_RMSE,Lite_SOH_RMSE,Full_SOH_RMSE,Policy_SOH_RMSE,Local_RMSE_Ah,Lite_RMSE_Ah,Full_RMSE_Ah,Policy_RMSE_Ah,Policy_MAE_Ah,complexity_adopted,policy_worse_than_local,chosen_candidate_worse_than_local,policy_error_growth_slope_SOH,policy_max_abs_error_SOH,chosen_mean_replay_SOH_RMSE,chosen_worst_replay_SOH_RMSE,chosen_replay_SOH_RMSE_MAD,chosen_worst_replay_error_growth_slope_SOH,chosen_worst_replay_max_abs_error_SOH
NASA,EXP27_NASA,2024,B0007,70,1.8841173315929292,"[28, 42, 56]",-0.10194471830066001,-1.3935128946088837,TRAIL_Lite,Local_linear_anchor,0.0,0.0809489323370706,0.015112869835181456,0.0046945010498215065,0.0809489323370706,0.15251728639021803,0.028474419986573355,0.008844990791149901,0.15251728639021803,0.1261327498289363,0,0,0,0.155297684663571,0.1519784140565414,0.007683302139979253,0.009126590230003572,0.0009875756945464022,0.019663009765753994,0.020233379250103455
NASA,EXP27_NASA,2024,B0007,90,1.8841173315929292,"[36, 54, 72]",0.4878112100160909,-1.2542239978842857,TRAIL_Lite,TRAIL_Lite,0.4878112100160909,0.06920822843037658,0.01776457498367781,0.022024208629490026,0.027228290840663694,0.130396422674515,0.03347054361512954,0.04149619319344071,0.051301294682547474,0.043425706055990214,1,0,0,0.048996857422993166,0.04976232784429124,0.016409182786695176,0.02535566687429235,0.004025420248509149,0.04397393637600405,0.03929735879637735
NASA,EXP27_NASA,2024,B0018,50,1.845933964978541,"[20, 30, 40]",0.21145490458589516,-0.2657024219368342,TRAIL_Lite,TRAIL_Lite,0.21145490458589516,0.2897604907174693,0.036964943150341704,0.022617974738583388,0.23590044268088065,0.5348787315242258,0.06823484407471662,0.04175128778897771,0.43545663949811103,0.38871141585171415,1,0,0,0.35906008941344725,0.37195406275812815,0.016836460252694165,0.021375836587916364,0.0036773286209014003,0.034709774989057335,0.03524961451509275
NASA,EXP27_NASA,2024,B0018,70,1.845933964978541,"[28, 42, 56]",-0.9854229638451539,-1.052323246410766,TRAIL_Lite,Local_linear_anchor,0.0,0.12792554361713146,0.009942659189845353,0.011344184060837694,0.12792554361713146,0.23614210595120674,0.01835349230074156,0.02094061466286849,0.23614210595120674,0.19771997927239515,0,0,0,0.23607860292093913,0.22745458301192506,0.018695918007542847,0.023970914028687652,0.003987010521315384,0.026611613116604208,0.05085054013026621
NASA,EXP27_NASA,2024,B0018,90,1.845933964978541,"[36, 54, 72]",-1.7143848131964985,-2.8796338269214865,TRAIL_Lite,Local_linear_anchor,0.0,0.008679542545592014,0.012431129725724403,0.016344217765890807,0.008679542545592014,0.016021862385384604,0.02294704458376905,0.03017034670506353,0.016021862385384604,0.01265073600961816,0,0,1,-0.0033521215191364274,0.019403606350100012,0.023645211851322928,0.03185125599215856,0.00182620086108317,0.056799167156408,0.054063839991358616
NASA,EXP27_NASA,3407,B0005,50,1.8460546215871638,"[20, 30, 40]",-1.4088797730564118,-0.47268609492561153,TRAIL_full,Local_linear_anchor,0.0,0.17019323757958016,0.04489553467711586,0.09972853318175638,0.17019323757958016,0.31418601279666614,0.08287960927931651,0.1841043195842902,0.31418601279666614,0.2811430746150558,0,0,0,0.25756058427038797,0.25712985410121797,0.009347874927122803,0.01686180237387982,0.003291639263777603,0.03061511703394756,0.033723232699400564
NASA,EXP27_NASA,3407,B0005,70,1.8460546215871638,"[28, 42, 56]",0.17219369301451595,0.18250909798229417,TRAIL_full,TRAIL_full,0.18250909798229417,0.0812904231279747,0.028834229114769423,0.05354604894865336,0.05704536493431291,0.15006656130617377,0.05322956191722325,0.09884893112939404,0.1053088595771147,0.08305737055196327,1,0,0,0.11782675375112292,0.11981524257010523,0.013346289809905596,0.019130703919193536,0.004853089715931316,0.03061514563032274,0.0494933422743165
NASA,EXP27_NASA,3407,B0005,90,1.8460546215871638,"[36, 54, 72]",-1.922016404300279,-1.5239264548802534,TRAIL_full,Local_linear_anchor,0.0,0.031645022184526604,0.008233881557400789,0.02357186734737282,0.031645022184526604,0.05841843945397366,0.01520019510264104,0.043514954656057155,0.05841843945397366,0.05308284921772183,0,0,0,0.04149018581014605,0.04611016983417176,0.050035560752984244,0.07671070530225368,0.015616133174975379,0.135921646569578,0.1318037614176765
NASA,EXP27_NASA,3407,B0006,50,2.0246014027941577,"[20, 30, 40]",0.08117067874279027,-0.5314870839213656,TRAIL_Lite,TRAIL_Lite,0.08117067874279027,0.28474270456115025,0.07527014969892383,0.05676482528573198,0.2674961925774585,0.5764904790899072,0.15239205066896744,0.11492614490285824,0.5415731667344186,0.4888763109594094,1,0,0,0.3919656971613324,0.4403267918403526,0.01640300286873743,0.020084458211944965,0.0032712108760340544,0.04098686038943558,0.04230988717863759
NASA,EXP27_NASA,3407,B0006,70,2.0246014027941577,"[28, 42, 56]",-0.6168761853194554,-0.4237163632449899,TRAIL_full,Local_linear_anchor,0.0,0.1635219825841164,0.036828083521031924,0.03395573363569463,0.1635219825841164,0.3310668353274839,0.07456218955890163,0.06874682595173211,0.3310668353274839,0.2859114125492043,0,0,0,0.28140026668839596,0.26976689041502083,0.019522005907726302,0.0356783106378519,0.0014981327764356182,0.0185939669812124,0.05604714724072956
NASA,EXP27_NASA,3407,B0006,90,2.0246014027941577,"[36, 54, 72]",-0.15845988558718038,0.46888365500826196,TRAIL_full,TRAIL_full,0.46888365500826196,0.09225950012988869,0.012978251894863868,0.02241318976811065,0.059190438449348994,0.18678871338406042,0.026275786992157324,0.04537777544560849,0.11983704471655322,0.10074653892659974,1,0,0,0.10712852714995476,0.1181582087170711,0.022447633100387183,0.037313032584352944,0.007313534927218509,0.030038572735092858,0.04596877211649589
NASA,EXP27_NASA,3407,B0007,50,1.8841173315929292,"[20, 30, 40]",-0.4624989486743748,-0.9474896543745778,TRAIL_Lite,Local_linear_anchor,0.0,0.08978890960472717,0.017533993103488195,0.03378525118117453,0.08978890960472717,0.1691728407710973,0.033036100298313,0.06365537730267141,0.1691728407710973,0.1558112080538772,0,0,0,0.11514221031998699,0.12810338370522306,0.00704281681634997,0.012687093884065737,0.004386602239067773,0.007071539738405316,0.019794507952386232
NASA,EXP27_NASA,3407,B0007,70,1.8841173315929292,"[28, 42, 56]",0.6130021481365524,-0.3950654006302985,TRAIL_Lite,TRAIL_Lite,0.6130021481365524,0.0809489323370706,0.024014359774066265,0.04137684829045108,0.04556946230013561,0.15251728639021803,0.045245871457426305,0.07795883699073014,0.08585821371105609,0.07335906035848452,1,0,0,0.07999851356355617,0.07646447213426702,0.004491475360015978,0.007098342369366874,0.002314541728071759,0.005497184884923489,0.014910393207092518
NASA,EXP27_NASA,3407,B0007,90,1.8841173315929292,"[36, 54, 72]",0.516136603794443,-0.2870153268093627,TRAIL_Lite,TRAIL_Lite,0.516136603794443,0.06920822843037658,0.0334869683047007,0.05812867357007813,0.018042559735517025,0.130396422674515,0.06309337736538968,0.10952124133589203,0.033994299503988364,0.02590737901709157,1,0,0,0.037691257128890744,0.03769586760606568,0.00610171340002254,0.007769595465479969,0.00035430748522392776,0.010534307934154026,0.012075755608862633
NASA,EXP27_NASA,3407,B0018,50,1.845933964978541,"[20, 30, 40]",-0.16625717816854485,-0.22322571894825138,TRAIL_Lite,Local_linear_anchor,0.0,0.2897604907174693,0.032287859890204544,0.0216371705611927,0.2897604907174693,0.5348787315242258,0.05960125722779687,0.039940788044939404,0.5348787315242258,0.4766608362556377,0,0,0,0.44537270631446313,0.46119162938926117,0.02309017859941717,0.029775267052364204,0.004589059819378769,0.03921408294728646,0.04789910494728347
NASA,EXP27_NASA,3407,B0018,70,1.845933964978541,"[28, 42, 56]",-1.8542068816513593,-1.3316015007114557,TRAIL_full,Local_linear_anchor,0.0,0.12792554361713146,0.00889080742071945,0.01660462087110116,0.12792554361713146,0.23614210595120674,0.016411843393989288,0.030651033641557197,0.23614210595120674,0.19771997927239515,0,0,0,0.23607860292093913,0.22745458301192506,0.02002046791157702,0.023269806927002163,0.0029956590872202322,0.016068895608680498,0.044753904502263235
NASA,EXP27_NASA,3407,B0018,90,1.845933964978541,"[36, 54, 72]",-2.405871899239948,-3.7217798325421585,TRAIL_Lite,Local_linear_anchor,0.0,0.008679542545592014,0.012306615011719577,0.02999290452047225,0.008679542545592014,0.016021862385384604,0.02271719864404795,0.055364921162698144,0.016021862385384604,0.01265073600961816,0,0,1,-0.0033521215191364274,0.019403606350100012,0.025268724822684645,0.03274548694234328,0.0010522333345551749,0.05836497835487541,0.05835707679858974
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_35,150,1.1378896577321422,"[60, 90, 120]",0.17971419686586484,-0.4430303053387557,TRAIL_Lite,TRAIL_Lite,0.17971419686586484,0.633781603695772,0.037606235692687444,0.19001105543830343,0.5259718149020074,0.7211735321063102,0.042791746660946386,0.21621161483801418,0.5984978884355989,0.5601404162304063,1,0,0,0.35083079060805467,0.7062690938993238,0.017307865801101236,0.024772196463325503,0.005880017355523751,0.0338117370376176,0.038118109349304555
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_35,250,1.1378896577321422,"[100, 150, 200]",0.3529291574182939,-0.43390525875942615,TRAIL_Lite,TRAIL_Lite,0.3529291574182939,0.13963118796027033,0.03641404448422438,0.1952379558530328,0.10102086473770712,0.15888488467684442,0.041435164614797085,0.2221592507619306,0.11495059720019458,0.10587812421205797,1,0,0,0.06222037322844758,0.17048179125510377,0.03712810301546853,0.03802451324345611,0.0005314259867174181,0.051047850022348275,0.0714491797207864
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_35,350,1.1378896577321422,"[140, 210, 280]",-1.3857936660968975,-6.125652090685887,TRAIL_Lite,Local_linear_anchor,0.0,0.17551724270535976,0.04100152156987766,0.18964914542581485,0.17551724270535976,0.19971925522809114,0.046655207345645135,0.21579980117777373,0.19971925522809114,0.1439681138310923,0,0,0,0.39682378601800694,0.4172477211478478,0.02695929188818208,0.03348355145876599,0.004069864737483865,0.02941542915639126,0.07065219148550793
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_36,150,1.143851077067766,"[60, 90, 120]",-1.0557607184216182,-0.49174553646426195,TRAIL_full,Local_linear_anchor,0.0,0.5089084688023949,0.04095963137335042,0.09712506573678066,0.5089084688023949,0.582115500168527,0.046851718462705534,0.11109661105329412,0.582115500168527,0.48296568622339775,0,0,0,0.9721349630757129,1.0304425305735982,0.027861881773243714,0.029034812113395682,0.0008960927440179768,0.05048070653597897,0.05280768612474104
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_36,250,1.143851077067766,"[100, 150, 200]",-2.016826648139278,-1.5841982230802225,TRAIL_full,Local_linear_anchor,0.0,0.6338102617373405,0.035424240082795856,0.07181988993432173,0.6338102617373405,0.7249845505448596,0.040520055173013166,0.08215125845626231,0.7249845505448596,0.6123503047562986,0,0,0,1.166768861485585,1.2197621670859466,0.038806468945403856,0.051176046219625716,0.009764464876481645,0.062041229814964606,0.0800099928404035
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_36,350,1.143851077067766,"[140, 210, 280]",-1.6997485691556855,-1.5777976577154549,TRAIL_full,Local_linear_anchor,0.0,0.05472932772445281,0.03082819433980624,0.06268848462654995,0.05472932772445281,0.06260220046481009,0.03526286329964177,0.07170629065982526,0.06260220046481009,0.035809768645870356,0,0,1,0.10701128717633818,0.17044416446396396,0.05041121849329019,0.06416361756740895,0.011417118280085611,0.08454140598030342,0.09775246550413631
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_37,150,1.1341892294588225,"[60, 90, 120]",0.647869803299282,0.5539239715401993,TRAIL_Lite,TRAIL_Lite,0.647869803299282,0.6480986792271027,0.12229348586490411,0.23327199676083038,0.15624590847011693,0.7350665416058683,0.138703954500949,0.26457458626048713,0.17721242653381564,0.1566799883572089,1,0,0,0.2431966494156069,0.32899392891362006,0.016166812401198712,0.017412146358392146,0.0009183140006084507,0.02229842601046149,0.03706874425327075
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_37,250,1.1341892294588225,"[100, 150, 200]",0.7341578637228017,0.4216728698934116,TRAIL_Lite,TRAIL_Lite,0.7341578637228017,0.048533162153585906,0.13116551309969696,0.24682781250048624,0.09640263271340731,0.055045789786175685,0.14876651223411638,0.2799494464689332,0.1093388277150213,0.0838692782972863,1,1,1,0.2023040541995342,0.20153833150343622,0.01739493033291255,0.019006565041765136,0.0005267386850744751,0.025450775589727647,0.03174901484601615
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_37,350,1.1341892294588225,"[140, 210, 280]",0.3524876500498764,-1.334289005196491,TRAIL_Lite,TRAIL_Lite,0.3524876500498764,1.558587231288596,0.1424395063610604,0.2532053542776233,0.9602685833489599,1.7677328508995722,0.16155335396414613,0.2871827856629857,1.089126284622072,0.9393944625374938,1,0,0,1.6781601722262536,1.7644049241045565,0.014149960763377841,0.015302959924075335,0.0002675625211156652,-0.0052833395152177155,0.030327255568225405
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_38,150,1.1385025515056624,"[60, 90, 120]",0.7420260920290688,0.7035912456765551,TRAIL_Lite,TRAIL_Lite,0.7420260920290688,0.060446614061494,0.16151728645576768,0.17052969667000004,0.1146623574150242,0.06881862433888897,0.18388784274216247,0.19414849476628168,0.13054338647865926,0.09898009006465011,1,1,1,0.23457281423882004,0.23423402685053835,0.021249355537791424,0.029946830733170327,0.00348167534690612,0.016400200011337834,0.042098538708331176
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_38,250,1.1385025515056624,"[100, 150, 200]",-0.15503081172309743,-0.8292679816698417,TRAIL_Lite,Local_linear_anchor,0.0,0.09031692404347706,0.17277787989329943,0.18210301979898885,0.09031692404347706,0.10282604846764175,0.19670805710226028,0.20732475267803496,0.10282604846764175,0.05959327312785,0,0,1,0.19901475900296856,0.28310725766397854,0.011453066694777738,0.013067117919367393,0.00032985070765850603,0.002916627016767852,0.028251724401938932
CALCE_CS2,EXP28_CROSSDOMAIN,42,CS2_38,350,1.1385025515056624,"[140, 210, 280]",0.6775177262249177,0.49026955811590245,TRAIL_Lite,TRAIL_Lite,0.6775177262249177,0.23148822785615492,0.18681965966597816,0.1966211121370513,0.06213836486010759,0.2635499380577565,0.21269465920113562,0.22385363784791387,0.07074468693962228,0.058121749708573776,1,0,0,0.07395401746577147,0.13619469949021248,0.015534967254050331,0.021132499713174588,0.0014413304501669656,0.00041775411600483855,0.04222326261562603
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_35,150,1.1378896577321422,"[60, 90, 120]",-0.9066989644569161,-0.7768548307301646,TRAIL_full,Local_linear_anchor,0.0,0.633781603695772,0.3684524180456209,0.21209160429342194,0.633781603695772,0.7211735321063102,0.4192581958605118,0.24133684301730285,0.7211735321063102,0.6743084660386979,0,0,0,0.42727867437940964,0.8478966284701457,0.04012627006993526,0.05366124020981789,0.0035077721664363154,0.09925053876402988,0.08944168975926937
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_35,250,1.1378896577321422,"[100, 150, 200]",-1.8745899361953717,-0.9242069039190922,TRAIL_full,Local_linear_anchor,0.0,0.13963118796027033,0.33333466951329654,0.19919436073178043,0.13963118796027033,0.15888488467684442,0.37929807300274176,0.22666120295525852,0.15888488467684442,0.14506127560724613,0,0,1,0.10811000006000622,0.22542729499412675,0.07976731644356834,0.1066594888840464,0.023289436721953848,0.15653189229395145,0.16834902010370886
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_35,350,1.1378896577321422,"[140, 210, 280]",-13.027844985815308,-7.458902844073221,TRAIL_full,Local_linear_anchor,0.0,0.17551724270535976,0.29116176182573517,0.17570466433322543,0.17551724270535976,0.19971925522809114,0.3313099575085733,0.19993252036007483,0.19971925522809114,0.1439681138310923,0,0,1,0.39682378601800694,0.4172477211478478,0.0737287302905625,0.11871947930718585,0.011575403131655386,0.18678855582371806,0.18570365868892316
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_36,150,1.143851077067766,"[60, 90, 120]",-0.9116609127929959,-0.567662697457074,TRAIL_full,Local_linear_anchor,0.0,0.5089084688023949,0.25124274805531477,0.2528501905540768,0.5089084688023949,0.582115500168527,0.28738428796853716,0.2892229628020706,0.582115500168527,0.48296568622339775,0,0,0,0.9721349630757129,1.0304425305735982,0.026925670806941037,0.028317867321153194,0.00012516121183850024,0.049524993666543456,0.05457864745396224
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_36,250,1.143851077067766,"[100, 150, 200]",-2.0705868280171695,-1.1310572374289856,TRAIL_full,Local_linear_anchor,0.0,0.6338102617373405,0.09250654558486877,0.24510636981415496,0.6338102617373405,0.7249845505448596,0.10581371180307053,0.2803651851080913,0.7249845505448596,0.6123503047562986,0,0,0,1.166768861485585,1.2197621670859466,0.044400417653991615,0.06824667661633807,0.019204294902975306,0.10795647203438948,0.11597263517895653
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_36,350,1.143851077067766,"[140, 210, 280]",-1.703662758109229,-1.9712776711543751,TRAIL_Lite,Local_linear_anchor,0.0,0.05472932772445281,0.07106179422482739,0.23307347245090243,0.05472932772445281,0.06260220046481009,0.08128410986243675,0.266601342498889,0.06260220046481009,0.035809768645870356,0,0,1,0.10701128717633818,0.17044416446396396,0.05796366110067033,0.08616939000055848,0.01572261487530803,0.13491239996290236,0.1381676244103407
CALCE_CS2,EXP28_CROSSDOMAIN,2024,CS2_37,150,1.1341892294588225,"[60, 90, 120]",0.5678386986947356,0.4831383317091085,TRAIL_Lite,TRAIL_Lite,0.5678386986947356,0.6480986792271027,0.10785780603643029,0.28500416465433254,0.2227393399653859,0.7350665416058683,0.122331161919578,0.3232486539018528,0.25262856036550774,0.2046816714249736,1,0,0,0.4400108610429212,0.5244847530569365,0.019952436418274027,0.021369754512308013,0.0007151353578085627,0.023963559816754625,0.03548970084157982
